fast_period,slow_period,stop_loss_pct,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate,win_loss_ratio,score
25,40,0.035,22.323147041250003,-0.8733236543877645,13.503614128254204,16,43.75,2.050675649092706,13.52781316519832
25,40,0.04,22.042168456765676,-0.8797130361554985,13.479271990069327,16,43.75,2.0296906575723246,13.42515858667854
10,30,0.03,23.55195621047659,-0.42158840299901207,18.278270296950577,21,33.33333333333333,2.9407978807154667,12.109474365410406
15,30,0.035,25.313415813039054,-0.40465940350148855,20.88638569669757,21,42.857142857142854,1.6966081244699331,11.770812046536594
10,30,0.025,23.032375149734396,-0.4145232230037446,19.086696451384345,21,33.33333333333333,2.893795361119631,11.578271479340021
10,30,0.035,21.604170110507837,-0.4385772221256042,18.296332557202085,21,33.33333333333333,2.7867217691607733,11.323135021322301
15,30,0.04,23.78204889839455,-0.41388435094498466,20.88638569669757,21,42.857142857142854,1.6498554136859516,11.158265280678794
20,30,0.02,20.8172357305469,-0.5948066812674392,20.117903558743038,23,39.130434782608695,1.9599446925108523,10.279732868721545
30,70,0.02,13.916699162433567,-1.0427960829664242,11.932934320135907,11,36.36363636363637,2.6804159514851165,5.226826271945637
20,60,0.02,10.411311904414111,-1.1067515547702427,12.098135010183023,13,30.76923076923077,2.7113929718599867,5.160745995926791
25,70,0.02,2.3986720231679692,-1.3755861582261664,12.216205749945685,13,30.76923076923077,2.1937889525278793,5.113517700021726
20,60,0.025,5.9046490416523545,-1.1096580315321123,12.311959585960256,13,30.76923076923077,2.2380664103405246,5.075216165615898
25,70,0.025,2.1668590584687397,-1.3695824442370068,12.417656336167902,13,30.76923076923077,2.170369315609561,5.032937465532839
25,50,0.02,7.333533888082089,-1.2830698294521419,12.650565471792875,13,30.76923076923077,2.4101885947356596,4.9397738112828495
10,70,0.02,7.890048406169892,-1.0687065878559314,12.762157763747492,16,31.25,2.49783534655065,4.895136894501003
25,50,0.025,3.5277671664101895,-1.240459492345645,12.847155558549826,13,30.76923076923077,2.0503164677445853,4.86113777658007
30,70,0.025,14.011571044976566,-1.131937088792359,12.973775127058495,11,36.36363636363637,2.687161119195393,4.810489949176602
25,70,0.03,2.141666501500028,-1.3647559109744956,13.719597747191582,13,30.76923076923077,2.166607524786596,4.512160901123367
20,60,0.03,-0.14403054605077736,-1.4874718980582646,14.067426308992665,13,30.76923076923077,1.7978363953158485,4.373029476402934
20,50,0.025,6.957179624142529,-1.2000658607858747,14.079720421256416,13,38.46153846153847,1.6272539216255617,4.368111831497433
20,60,0.04,12.526468663109425,-0.9842320547093754,14.168679755453336,13,38.46153846153847,1.9160847361205269,4.332528097818665
20,60,0.035,9.455796257785188,-0.9656994113258701,14.174979904957071,13,38.46153846153847,1.7218698053877568,4.330008038017171
10,70,0.025,2.6774852424667595,-1.282968257093178,14.367242739151939,16,31.25,2.015691861184571,4.253102904339224
25,50,0.03,-2.3827449147070467,-1.642969834346995,14.697981585585394,13,30.76923076923077,1.645597559607221,4.120807365765843
25,50,0.04,9.174599657738325,-1.090187462922656,14.701330001699123,13,38.46153846153847,1.7283419040653425,4.119467999320351
25,50,0.035,6.128060185359385,-1.0615899866820209,14.703730049885461,13,38.46153846153847,1.5549989766041319,4.118507980045816
25,70,0.035,4.39995682302734,-0.9920508825775743,14.738303748647573,13,30.76923076923077,2.294891143743475,4.104678500540971
25,70,0.04,4.39995682302734,-0.9920508825775743,14.738303748647573,13,30.76923076923077,2.294891143743475,4.104678500540971
20,40,0.025,4.011338488492178,-0.904690630250852,14.864719762121108,16,31.25,2.016421543909106,4.054112095151556
20,40,0.02,3.5627955847070014,-0.902125531556178,14.864719762121108,16,31.25,1.9789252439752019,4.054112095151556
30,70,0.035,4.927298394628865,-1.4164788262711976,14.948788696354494,11,36.36363636363637,1.8114346726497066,4.020484521458203
30,70,0.03,4.927298394628865,-1.4164788262711976,14.948788696354494,11,36.36363636363637,1.8114346726497066,4.020484521458203
30,70,0.04,4.0982387210428906,-1.3751047897084407,15.64040457572008,11,36.36363636363637,1.7552463572947736,3.7438381697119683
20,40,0.03,1.129470910457031,-1.0052321003839642,15.709248355871111,16,31.25,1.792602709633069,3.716300657651556
10,40,0.02,12.930012514037092,-0.5128993075110413,16.395336622404244,18,44.44444444444444,1.6783638374964718,3.4418653510383024
20,40,0.035,1.5167987511328418,-1.0891931986440118,17.245228283292978,16,31.25,1.8178246219384777,3.1019086866828087
20,40,0.04,1.0668767397148393,-1.159138364393488,17.305807500664056,16,31.25,1.7856082338686776,3.077676999734378
20,50,0.02,-0.013638624326184345,-1.0204087071483128,18.032471670632052,13,30.76923076923077,1.6745911588429363,2.7870113317471787
25,40,0.02,4.026724859497999,-1.1232508027575168,18.39330399517236,16,31.25,2.043409565220136,2.642678401931056
25,40,0.025,9.173948151390633,-0.8768430772301719,19.040361650404876,16,31.25,2.4604189475230935,2.3838553398380498
15,30,0.02,4.541349694314478,-0.5236121663940075,19.329609570160283,21,33.33333333333333,1.8345343350046528,2.2681561719358867
25,30,0.035,16.735662344150427,-0.42855133222224207,19.793516297162316,25,40.0,1.8868247538180147,2.0825934811350737
25,30,0.03,6.380915693998124,-0.53508094706804,19.793516297162316,25,36.0,1.7948052601444024,2.0825934811350737
25,30,0.025,7.242909138009734,-0.5196867181464331,19.79663680715561,25,36.0,1.833686261552651,2.0813452771377556
15,30,0.03,15.371853977972695,-0.5118437653075119,19.85354079567178,21,38.095238095238095,1.785416016251686,2.058583681731288
20,30,0.03,19.520352643253958,-0.5856680127807175,20.1294768553383,23,39.130434782608695,1.9135117422086991,1.9482092578646801
20,30,0.025,17.719341967003956,-0.6046430454407999,20.148444659357075,23,39.130434782608695,1.839199563378565,1.9406221362571698
25,30,0.02,17.266280785255873,-0.46987662517023954,20.569822258437654,25,40.0,1.919311403002362,1.7720710966249384
15,30,0.025,1.1145440780488514,-0.5519161324952281,20.68650483244883,21,33.33333333333333,1.7212836474002526,1.7253980670204683
25,30,0.04,14.044056408755834,-0.4770348977105182,21.28067032874888,25,40.0,1.7650146296387956,1.4877318685004481
25,40,0.03,3.578902112796878,-0.880148264112745,21.847624873159333,16,31.25,2.0028451020936444,1.2609500507362668
10,50,0.02,-12.54804982229103,-1.0887519004101538,21.947164318253154,13,23.076923076923077,1.524423687954756,1.2211342726987382
10,30,0.02,-2.8092183653866565,-0.5529562568455997,23.431130589120187,21,28.57142857142857,1.9394408466669295,0.6275477643519252
